"time","n.risk","n.event","survival","std.err","lower","upper","strata"
56.5,52,1,0.733398071575719,0.0472836035492814,0.64634015883532,0.832182132021951,"axis_group_median=high"
59,49,1,0.718430763992541,0.0486298686851156,0.629169888422258,0.820355157086768,"axis_group_median=high"
66,34,1,0.697300447404525,0.0515864169720655,0.603181336397148,0.806105700907176,"axis_group_median=high"
75.0666666666667,25,1,0.669408429508344,0.0565629708557481,0.567240514588237,0.789978208489059,"axis_group_median=high"
75.4333333333333,24,1,0.641516411612163,0.0606948058896822,0.532935129221463,0.772220264348022,"axis_group_median=high"
88.7,15,1,0.598748650838019,0.070115572544907,0.475954956483144,0.753222425771804,"axis_group_median=high"
88.9333333333333,14,1,0.555980890063874,0.0770544967355527,0.423730914701368,0.729507192870438,"axis_group_median=high"
89.5666666666667,13,1,0.51321312928973,0.0821429566280262,0.375022782350192,0.702324574589201,"axis_group_median=high"
92.1666666666667,12,1,0.470445368515586,0.0857111607818583,0.329175487228599,0.672343030828624,"axis_group_median=high"
99.2,8,1,0.411639697451138,0.093007706351506,0.264358319898167,0.640975629527895,"axis_group_median=high"
128.766666666667,1,1,0,NA,NA,NA,"axis_group_median=high"
