"time","n.risk","n.event","survival","std.err","lower","upper","strata"
3,199,1,0.994974874371859,0.00501248378263375,0.985198929486363,1,"axis_group_median=high"
17,196,1,0.989898471951595,0.00710687363444887,0.976066799025676,1,"axis_group_median=high"
35,194,1,0.984795902508545,0.00871150417754461,0.967868831521205,1,"axis_group_median=high"
46,193,1,0.979693333065496,0.0100502351532389,0.960191942415201,0.99959079477252,"axis_group_median=high"
50,192,1,0.974590763622446,0.011218663808854,0.952848774212976,0.996828859146837,"axis_group_median=high"
58,190,1,0.969461338550749,0.0122763838812731,0.945696204201337,0.993823685417391,"axis_group_median=high"
73,189,1,0.964331913479052,0.0132397431847817,0.938728522264105,0.99063362548234,"axis_group_median=high"
98,187,2,0.954018203174463,0.0149726012220465,0.925119191851947,0.983819966123769,"axis_group_median=high"
113,185,1,0.948861348022169,0.0157547196522615,0.91847969935688,0.980247966722471,"axis_group_median=high"
116,184,1,0.943704492869874,0.0164914887749533,0.911929043928821,0.976587132290415,"axis_group_median=high"
171,181,1,0.938490655892693,0.0172048314936634,0.905368425627739,0.972824638309224,"axis_group_median=high"
181,180,1,0.933276818915511,0.017881819759583,0.898879015915826,0.968990937937993,"axis_group_median=high"
193,179,1,0.92806298193833,0.0185264393659708,0.892453004045587,0.965093841961306,"axis_group_median=high"
216,178,1,0.922849144961148,0.0191419607074534,0.886083981249932,0.961139759184183,"axis_group_median=high"
239,177,1,0.917635307983966,0.0197311071749233,0.879766610724678,0.9571340264496,"axis_group_median=high"
244,176,1,0.912421471006785,0.020296175685307,0.873496391417932,0.953081144849128,"axis_group_median=high"
267,175,1,0.907207634029603,0.0208391250062785,0.867269484935132,0.948984952817923,"axis_group_median=high"
281,172,1,0.901933171041059,0.0213750411700905,0.860996952750078,0.944815707449211,"axis_group_median=high"
283,171,1,0.896658708052515,0.0218911285568428,0.854763243632533,0.940607641608004,"axis_group_median=high"
293,170,1,0.89138424506397,0.0223887584388854,0.84856567046571,0.936363442457189,"axis_group_median=high"
306,167,1,0.886046614854007,0.0228821131339847,0.842314602844896,0.932049142971832,"axis_group_median=high"
310,166,1,0.880708984644043,0.0233585197284369,0.836096711769836,0.927701669811451,"axis_group_median=high"
313,165,1,0.875371354434079,0.0238189951869649,0.829910004412649,0.923323015856482,"axis_group_median=high"
314,164,1,0.870033724224115,0.0242644465198596,0.823752703401213,0.918914958532892,"axis_group_median=high"
336,162,1,0.864663145679522,0.0247018660347089,0.817578865175924,0.914459004924902,"axis_group_median=high"
347,161,1,0.859292567134928,0.0251254808286147,0.811432042857924,0.909976038575816,"axis_group_median=high"
380,157,1,0.853819366070374,0.0255546202812767,0.805173979804233,0.905403711697271,"axis_group_median=high"
383,156,1,0.848346165005821,0.0259703112556166,0.798942231681449,0.90080507343494,"axis_group_median=high"
415,152,1,0.842764940236046,0.0263923655458564,0.792592376316842,0.896113520283394,"axis_group_median=high"
430,151,1,0.837183715466271,0.026801219498351,0.78626834636673,0.89139614570597,"axis_group_median=high"
436,150,1,0.831602490696495,0.0271974684335076,0.779968975164399,0.88665411644976,"axis_group_median=high"
442,149,1,0.82602126592672,0.0275816556226176,0.77369319802022,0.881888497286943,"axis_group_median=high"
460,148,1,0.820440041156945,0.0279542783787721,0.767440040286058,0.877100262950456,"axis_group_median=high"
487,145,1,0.814781833976552,0.0283283401257177,0.761108823592748,0.872239837983294,"axis_group_median=high"
489,144,1,0.80912362679616,0.0286911270768582,0.754799656068268,0.867357368510192,"axis_group_median=high"
496,142,1,0.803425573086327,0.029049383320726,0.74846041596159,0.862427240938042,"axis_group_median=high"
512,141,1,0.797727519376495,0.0293968863157886,0.742142201357802,0.85747609286508,"axis_group_median=high"
524,140,1,0.792029465666663,0.0297340130858115,0.735844273231161,0.852504663425102,"axis_group_median=high"
528,138,1,0.786290121712557,0.0300673597293517,0.729513407424488,0.847485665390932,"axis_group_median=high"
564,131,1,0.780287907042995,0.03043103907821,0.722866706344139,0.842270383369517,"axis_group_median=high"
591,125,1,0.774045603786651,0.0308211819269638,0.715934264104103,0.836873756127868,"axis_group_median=high"
600,123,1,0.767752550097329,0.0312064469900558,0.708961925008214,0.83141838424415,"axis_group_median=high"
618,121,1,0.76140748769983,0.0315870127117816,0.701948130205544,0.825903421319191,"axis_group_median=high"
627,120,1,0.755062425302332,0.0319547177789288,0.694959462896837,0.820363339937815,"axis_group_median=high"
652,118,1,0.7486635911896,0.0323182388286475,0.687926636649719,0.814763003657765,"axis_group_median=high"
676,116,1,0.742209594713828,0.0326777154506091,0.680848043328178,0.809101366866579,"axis_group_median=high"
680,115,1,0.735755598238056,0.0330247586150785,0.673793733472198,0.803415457055413,"axis_group_median=high"
681,114,1,0.729301601762283,0.0333597563618978,0.666762946040317,0.797706035543359,"axis_group_median=high"
693,112,1,0.722789980317977,0.0336914225787416,0.659682632307256,0.791934378840422,"axis_group_median=high"
696,111,1,0.716278358873671,0.0340113339471432,0.652625267176244,0.786139785256287,"axis_group_median=high"
713,108,1,0.709646151847063,0.0343369657926547,0.645439561865189,0.780239840545333,"axis_group_median=high"
762,102,1,0.702688836632876,0.0346980121497813,0.637869219487523,0.77409535692155,"axis_group_median=high"
837,84,1,0.694323493339628,0.0352789318970331,0.62850954062402,0.76702910973269,"axis_group_median=high"
852,81,1,0.685751598360126,0.035869653596642,0.618932052345661,0.759784943874323,"axis_group_median=high"
905,72,1,0.676227270605124,0.0366141145165247,0.608141497123673,0.751935731524438,"axis_group_median=high"
912,67,1,0.666134326267735,0.037432892262795,0.596663148288519,0.743694229993904,"axis_group_median=high"
920,63,1,0.655560765533326,0.0383029610509386,0.584627360029921,0.735100590031649,"axis_group_median=high"
922,62,1,0.644987204798917,0.039117375908437,0.572699988986452,0.726398642141692,"axis_group_median=high"
936,60,1,0.634237418052269,0.0399151657666817,0.56063763892927,0.717499280329906,"axis_group_median=high"
968,53,1,0.622270674315434,0.0409165874527143,0.547028180326793,0.707862603863772,"axis_group_median=high"
999,44,1,0.608128158990083,0.0423603401753116,0.530521547656924,0.697087346197333,"axis_group_median=high"
1007,43,1,0.593985643664732,0.043672277533888,0.514271071990071,0.686056370066675,"axis_group_median=high"
1025,40,1,0.579136002573114,0.0450343815398174,0.49726742031645,0.674483177005494,"axis_group_median=high"
1031,37,1,0.563483678179246,0.0464577651664178,0.47940436641031,0.662309060620153,"axis_group_median=high"
1045,35,1,0.547384144516982,0.0478387129603997,0.461212784370415,0.649655455838245,"axis_group_median=high"
1053,34,1,0.531284610854718,0.0490660129152626,0.443318406212428,0.636705658451263,"axis_group_median=high"
1074,30,1,0.513575123826227,0.0505254597767489,0.423509223010358,0.622794955770475,"axis_group_median=high"
1231,17,1,0.483364822424684,0.0558596425201643,0.385395520138229,0.606238369023716,"axis_group_median=high"
1293,14,1,0.448838763680064,0.0616227625028558,0.34294596318863,0.587428508878647,"axis_group_median=high"
1560,7,1,0.384718940297198,0.0794601566738106,0.256646722444428,0.576701941149656,"axis_group_median=high"
1629,5,1,0.307775152237758,0.0936866253841483,0.169483790035042,0.558906219381748,"axis_group_median=high"
